,title,post_link,glance,offer,fee
161,Century Bank $250 Checking Bonus,https://www.doctorofcredit.com/ma-only-century-bank-250-checking-bonus/,"Maximum bonus amount: $250
Availability: MA only
Direct deposit required: Yes, $1,000+ per month for three consecutive months
Additional requirements: None
Hard/soft pull: Soft pull
ChexSystems:Yes, sensitive (reader who sent it in was denied with 7 accounts in last 9 months). Not sensitive in branch?
Credit card funding:None
Monthly fees: None
Early account termination fee:
Household limit: One
Expiration date: None listed","Century Bank is offering a bonus of $250 when you open a new checking account and complete the following requirements:
Receive cumulative direct deposits of $1,000 or more per month for three consecutive months","Silver checking has no monthly fee to worry about. You do need to opt out of paper statements otherwise a $4 fee will be charged.I wasn’t able to find a fee schedule so I’m unsure if there is any early account termination fee or not.Previous best bonus was $100, but didn’t require a direct deposit. Personally think this is a better bonus as it’s significantly better, but that will depend on how easy it is for you to set up a direct deposit. I’ll be adding this to our best bank account bonus.Useful posts regarding bank bonuses:"
162,MidFirst Bank $300 Checking Promotion ,https://www.doctorofcredit.com/az-only-midfirst-bank-300-checking-promotion-direct-deposit-not-required/,"Maximum bonus amount: $300
Availability: Available to Arizona residents only
Direct deposit required: Optional
Additional requirements: See below
Hard/soft pull: Soft
ChexSystems: Yes
Credit card funding: Unknown
Monthly fees: $6, avoidable
Early account termination fee: 90 days, bonus forfeit
Household limit: One
Expiration date: December 31st, 2019","MidFirst Bank is offering a bonus of $300 when you open a new checking account and complete two of the three following requirements:
Set up a $250 minimum direct deposit
Complete 10 debit card purchases
Complete three Zelle® transactions on the MidFirst Bank Mobile Banking App","The M checking account required for this bonus has a $6 monthly fee, this is waived with a  $250 or more monthly recurring direct deposit or $1,000 minimum average daily balanceAccount must be kept open for 90 days to avoid any early account termination fee.Previous bonuses have been for $200 but this required opening an account in branch. This is a better deal as the account can be opened online and it’s for an extra $100. There is usually a smaller offer for those in OK as well, but I can’t seem to find that currently. In terms of this offer itself, this is a fantastic deal and well worth doing – especially as no direct deposit is required. I’ll be adding this to our list of the best bank account bonuses.Hat tip to reader Sam LUseful posts regarding bank bonuses:"
163,"Chase Savings $300 Bonus $25,000 Deposit For 90 Days ",https://www.doctorofcredit.com/targeted-chase-savings-300-bonus-requires-25000-deposit-90-days/,"Maximum bonus amount: $300
Availability: Nationwide
Deposit required: $25,000
Deposit length: 90 days
APY: 0.01%
Hard/soft pull: Soft
ChexSystems: Unknown
Credit card funding: Not available when opening in branch
Monthly fees: $5, avoidable
Early account termination fee: Six months, bonus forfeit
Household limit: None
Expiration date: January 16th, 2018 March 3rd, 2018 March 10th, 2018 June 14th, 2018 August 6, 2018 September 27th, 2018 November 20th, 2018 January 17th, 2018 August 6, 2019 September 27th, 2019 November 19th, 2019 January 11th, 2020","Chase is offering a bonus of $300 when you open a new Chase Savings account and deposit $25,000 or more in new money within 10 business days of account opening and maintain that balance for 90 days.","This account has a $5 monthly fee that is waived if you do any of the following:Chase typically offers two savings bonuses:Your return actually decreases as the bonus increases. This deal works out to be over 4.8% APY, not outrageous for a savings bonus but still pretty good. Keep in mind some savings accounts offer 5% long term so those might be better options for some people. If you’re considering this offer make sure you do the $300 checking bonus at the same time as well. I’d also recommend checking for in branch pre-approvals as these by pass the dreaded 5/24 rule. I won’t be adding this to the best savings bonuses because it’s targeted.Big thanks to reader, Stephen E & Gary M who let us know. Learn how to find bonuses and contribute to the site here.Useful posts regarding bank bonuses:"
164,Credit Union West $100 Checking Bonus ,https://www.doctorofcredit.com/az-only-credit-union-west-100-checking-bonus-no-requirements/,"Maximum bonus amount: $100
Availability: Maricopa and Yavapai Counties, Arizona
Direct deposit required: No
Additional requirements: Use promo code
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: None listed","Credit Union West is offering a bonus of $100 when you open a new checking account and complete the following requirements:
Use promo code BONUS100","This account has no monthly fees to worry aboutI wasn’t able to find the fee schedule, so I’m unsure if there are any early account termination fees or notLooks like an extremely easy bonus to meet the requirements for as you only need to use the promo code. Given that it’s a soft pull we will be adding this to the best checking bonus page.Hat tip to reader Joe FUseful posts regarding bank bonuses:"
165,Sandy Spring Bank $150 Checking Bonus,https://www.doctorofcredit.com/md-dc-va-sandy-spring-bank-150-checking-bonus-direct-deposit-not-required/,"Maximum bonus amount: $150
Availability: MD, DC & VA only
Direct deposit required: Yes, $500+
Additional requirements: eStatements & debit card transactions
Hard/soft pull: Soft
ChexSystems: Yes,  according to this comment they are sensitive to too many frequent inquiries. Other datapoints below indicate they are not. This comment says they will deny if you have more than 3 in last 90 days.
Credit card funding: Up to $250, Visa or Mastercard only 
Monthly fees: None
Early account termination fee: $25, 180 days
Household limit: None
Expiration date: February 28th, 2017 May 31st, 2017 October 31st, 2018 March 31st, 2019 April 30th, 2019 August 31st, 2019 October 31st, 2019","Open a new checking account with Sandy Spring Bank and receive a bonus of $150 when you complete the following requirements:
Receive a direct deposit of $500+ within 45 days of account opening. Then continue to receive a monthly direct deposit of at least $500 for 3 months","The my free banking account has no monthly fee and also no monthly minimums. According to this comment the early account termination fee is $25 if the account is closed within 180 days.Previous years it required no direct deposit, or only a direct deposit for one month. This new offer requires it for 5 months. It’s at least better than the $10 monthly bonus they offered earlier in the year. It sucks that this bank is inquiry sensitive, because this is actually a pretty good bonus.I guess if you don’t have too many inquiries on your ChexSystems report then this is worth it, otherwise you’ll most likely be denied. As always please share your datapoints in the comments below. Might add it to our best checking sign up promo page if we can get some more datapoints on how sensitive they are to inquiries.Big thanks to reader, Curmudgeon & Fork who let us know. Please consider sharing bank bonuses with this site so we can make it even better.Useful posts regarding bank bonuses:"
166,Apple Federal Credit Union $100 Checking Bonus ,https://www.doctorofcredit.com/va-only-apple-federal-credit-union-100-checking-bonus-direct-deposit-not-required/,"Maximum bonus amount: $100
Availability: Must live, work, volunteer or attend school in one of the following counties: Fairfax, Frederick , Prince William, City of Fairfax, City of Manassas, City of Manassas Park. All in VA
Direct deposit required: None
Additional requirements: 5 debit card purchases
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: None listed
Household limit: None listed
Expiration date: October 31st, 2019","Apple Federal Credit Union is offering a bonus of $100 when you open a new checking account and complete the following requirements:
Make at least 5 debit card purchases by October 31st, 2019",Free A+ checking account has no monthly fees to worry aboutI didn’t see any mention of an early account termination fee in the fee schedule.This is worth doing if it’s a soft pull as it’s easy to keep the account fee free and it’s also easy to meet the requirements for the bonus as well.Hat tip to reader IS250Useful posts regarding bank bonuses:
167,TruMark Financial $150 Checking Bonus,https://www.doctorofcredit.com/pa-only-trumark-financial-150-checking-bonus/,"Maximum bonus amount: $150
Availability:Anyone who lives, works, worships, volunteers, or attends school in the Southeastern PA counties of Bucks, Chester, Delaware, Montgomery, or Philadelphia
Direct deposit required: Yes, $300-$500 depending on the bonus
Additional requirements: None
Hard/soft pull: Hard pull
ChexSystems: Unknown
Credit card funding: Up to $1,000. Visa, Mastercard, Discover & American Express all accepted.
Monthly fees: None
Early account termination fee: $5, 90 days
Household limit:
Expiration date: October 31st, 2019","TruMark Financial Credit Union is offering a checking bonus of up to $150. There are two bonuses available, as follows:
Open a TruMark Financial Basic, Plus, or Premium Checking and set up a direct deposit of $500 more within 60 days of account opening and receive a $150 bonus
Open a TruMark Financial Smart Start Checking and set up a direct deposit of $500 more within 60 days of account opening and receive a $100 bonus",This account has no monthly fees to worry aboutThis account has no monthly fees to worry aboutPreviously they have  charged an early account termination fee of $5 if closed within 90 days.Not worth considering due to the hard pull. Previously they offered a $150 bonus with no direct deposit requirement as well. I won’t be adding this to the best checking bonuses due to this hard pull.Hat tip to reader Dawn W
168,Union Savings Bank $150/$250 Checking Bonus,https://www.doctorofcredit.com/ct-only-union-savings-bank-150-250-checking-bonus/,"Maximum bonus amount: $250
Availability: I assume CT only as all of their branches are in CT
Direct deposit required: Yes, no minimum specified and can get some of the bonus without a direct deposit. 
Additional requirements: None
Hard/soft pull: Soft pull
ChexSystems: Unknown, Sensitive when applying online, not sensitive in branch
Credit card funding: None
Monthly fees: Avoidable
Early account termination fee:
Household limit: One
Expiration date: November 21st, 2019","Union Savings Bank is offering a bonus of up to $250 when you open a new checking account. There are two options:
Open an essential checking account and receive a bonus of up to $150. Bonus is broken down as follows:
Get $75 if you make one qualifying direct deposit within 90 days of account opening
Get $75 when you open a USB debit card and make 10 debit card purchases within 90 days of account opening
Open an access checking account and get a bonus of up to $250. Bonus is broken down as follows:
Get $150 if you make one qualifying direct deposit within 90 days of account opening
Get $100 when you open a USB debit card and make 10 debit card purchases within 90 days of account opening","This account has no monthly service fee to worry about.This account has a monthly service fee ($20), this is waived if you do any of the following:I wasn’t able to find any mention of an early account termination fee.Now that we know it’s a soft pull I do think this one is worth doing so will be adding this to our best bank account bonus page.Hat tip to reader Joe F"
169,Citizens First Bank $100 Checking Bonus,https://www.doctorofcredit.com/ia-in-branch-only-citizens-first-bank-100-checking-bonus/,"Maximum bonus amount: $100
Availability: In branch only, all branches are in IA[Branch locator]
Direct deposit required: Yes, no minimum mentioned but must be primary source of income
Additional requirements: Complete two debits
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: None listed","Citizens Bank is offering a bonus of $100 when you open a new checking account and complete the following requirements:
Receive a deposit of your primary source of income
Complete two debits (ACH, check, electronic transaction, bill pay, POS)","Ca$h Reward$ Checking has no monthly fees to worry about.I wasn’t able to find a fee schedule so I’m unsure if there is any early account termination fee or not.Small bonus and it needs to be opened in branch, I think they will probably manually verify the primary source of income requirement as well. Because of all that I don’t think this one is worth doing and I won’t be adding this to our list of the best checking bonuses.Useful posts regarding bank bonuses:"
170,Vectra Bank Checking/Savings Bonus Up To $750,https://www.doctorofcredit.com/co-only-vectra-bank-checking-savings-bonus-up-to-750/,"Maximum bonus amount: $750
Availability: CO only
Direct deposit required: Yes, no minimum specified
Additional requirements: See below
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: December 31st, 2019","Vectra Bank is offering a bonus of up to $750 when you open a new consumer checking account and add a new consumer savings or money market account. The bonus is tiered based on how much you deposit (must maintain the average balance for 180 days). In addition you also need a direct deposit to hit the checking account. The tiers are as follows:
Maintain a deposit of $10,000+ and get a $150 bonus (~3% APY)
Maintain a deposit of $15,000+ and get a $300 bonus (~4% APY)
Maintain a deposit of $30,000+ and get a $500 bonus (~3.33% APY)
Maintain a deposit of $50,000+ and get a $750 bonus (3% APY)","None of the accounts have monthly feesI wasn’t able to find a fee scheduleAs far as I can see none of the accounts really any much in terms of the base rate. Best deal is effectively just 4% APY for six months and also requires a direct deposit. Personally don’t think these deals are really worth doing, but some people will disagree with me there. I won’t be adding this to the best checking bonuses for now. Keep in mind this bank sometimes offers big credit card bonuses as well, I wonder if the other brands that usually offer those bonuses also offer this checking bonus or not.Hat tip to reader Benjamin CUseful posts regarding bank bonuses:"
171,Service Credit Union $100 Referral Bonus For Both Parties ,https://www.doctorofcredit.com/ma-nh-service-credit-union-100-referral-bonus-for-both-parties-direct-deposit-not-required/,"Maximum bonus amount: $100
Availability: Must be referred and I assume you must open in branch. Branches are in NH, MA. Almost all branches are in NH [Branch locations]
Direct deposit required: No
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Can fund up to $249 with a credit card
Monthly fees: None
Early account termination fee: None listed
Household limit: None
Expiration date: October 31st, 2019","Service credit union is offering a bonus of $100 to both parties when a new member is referred and the following requirements are completed:
Open a new five star, basic or classic checking account
Open a debit or credit card and make 5 purchases totaling at least $500 within the first 60 days of account opening
Sign up for e-communications","Both the classic and basic accounts have no monthly feesI wasn’t able to find any early account termination fee in the fee schedule.Feel free to share your referral information in the comments below, seems like a bonus worth doing. We will add this to our best bank bonus page once somebody shares their referral informationHat tip to Squarebush10Useful posts regarding bank bonuses:"
172,Cambridge Savings Bank $300 Checking Bonus,https://www.doctorofcredit.com/ma-ct-me-nh-ri-vt-cambridge-savings-bank-300-checking-bonus/,"Maximum bonus amount: $300
Availability: Must reside in MA, CT, ME, NH, RI, VT
Direct deposit required: Yes, $1,000+ for three consecutive months
Additional requirements: Yes, see below
Hard/soft pull: Soft pull
ChexSystems:Yes, looks to be ChexSystems sensitive as well
Credit card funding: Can fund up to $1,000 with a Visa, Mastercard or Discover card (this is now a total limit, rather than per account)
Monthly fees: None
Early account termination fee: None
Household limit: One
Expiration date: October 31st, 2019","Cambridge Savings Bank is offering a bonus of $300 when you open a new Performance or Performance Plus Checking Account and complete the following requirements:
Receive monthly direct deposits totaling $1,000 or more for three consecutive months account opening
Complete five posted debit transactions (checks paid, debit card transactions and ACH debits) for three consecutive months following account opening","Performance checking is the easiest account to keep fee free. This has a $10 monthly fee that is waived if you have an average checking balance of $1,000 or greaterI wasn’t able to find any mention of any early account termination fee in the fee schedule.Previous bonuses have been $175 (no requirements) or $200 (requirements but no monthly fee to worry about). This bonus is a little bit harder to complete than those, but it’s also much bigger. I’d say that this is probably the best bonus they have offered so I’d recommend jumping on this one if you haven’t already done a previous bonus (can’t have had or have an account in the last 12 months). I’ll be adding this to our best checking bonuses.Hat tip to MoPointsMoProblems & gbpackUseful posts regarding bank bonuses:"
173,HomeStreet Bank $250 Checking Bonus,https://www.doctorofcredit.com/wa-ca-or-id-hi-in-branch-homestreet-bank-250-checking-bonus/,"Maximum bonus amount: $250
Availability: Branches are in WA, CA, OR, ID, HI. Account must be opened in branch [Branch locator]
Direct deposit required: Yes, $5,000+ within the first 90 days
Additional requirements: None
Hard/soft pull: Soft
ChexSystems: Yes, sensitive
Credit card funding: None
Monthly fees: $10, waivable
Early account termination fee:
Household limit:
Expiration date: September 30th, 2019","Homestreet bank is offering a bonus of $250 when you open a new premium checking account in branch and complete the following requirements:
Open with at least $100
Receive qualifying direct deposits that total $5,000 or more within the first 90 days","Premium Checking comes with a $10 monthly fee; maintain a $2,500 balance to avoid monthly fee.Account needs to remain open for 365 days as they reserve the right to deduct the bonus if closed before thenKeep in mind that they are extremely ChexSystems sensitive, so I suspect most readers won’t be eligible. They have offered the same bonus before, but last time it was offered it was for $300 and the time before that it was $300 and could be opened online so I guess they are making the bonus progressively worse. I’ll add this to the best checking bonus because the offers have been getting worse over time and I’m not confident that we will see a better bonus in the short term.Hat tip to BeneficialPhotographUseful posts regarding bank bonuses:"
174,"$1,000 Tech CU Savings Bonus",https://www.doctorofcredit.com/ca-only-1000-tech-cu-savings-bonus/,"Maximum bonus amount: $1,000
Availability: Must reside in  Santa Clara, Alameda, San Mateo, Santa Cruz, San Francisco, or Contra Costa counties
Deposit required: $20,000+
Additional requirements: Keep deposit until 12/31/19
Hard/soft pull: Soft
ChexSystems: Unknown
Credit card funding: Up to $125, Visa/MC/Discover
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: September 30th, 2019","Tech CU is offering a bonus of up to $1,000. Deal is available to new and existing account holders. The bonus you receive varies based on how much you grow your deposit balance:
$20,000 to $49,999 and get a $200 bonus
$50,000 to $99,999 and get a $400 bonus
$100,000 to $249,999 and get a $600 bonus
$250,00+ and get a $1,000 bonus","Their basic checking account doesn’t come with any monthly fees.Not sure if there is any early account termination feeBest way to maximize this promotion would be to deposit funds on 9/31/19 and then withdraw on 12/31/19. Basically need the funds in there for 3 months at absolute minimum. The best tier is tier 1 in terms of a return (works out to be 4% APY), as the tiers increase the rate gets worse. For most people this won’t be worth it, but if you already have an existing account or are looking to park some funds it might be worth considering. I’ll be adding this to our list of the best savings bonuses.Hat tip to reader EWUseful posts regarding bank bonuses:"
175,Marine Bank/CIBM Bank $200 Checking Bonus,https://www.doctorofcredit.com/in-il-wi-only-marine-bank-cibm-bank-200-checking-bonus/,"Maximum bonus amount: $200
Availability: IN, WI, IL only
Direct deposit required: Yes, $500+ per month for two consecutive months
Additional requirements: None
Hard/soft pull: Soft pull
ChexSystems: Unknown (sensitive)
Credit card funding: None
Monthly fees: None
Early account termination fee: Six months, $25
Household limit: None listed
Expiration date: September 20th, 2019","CIBM Bank (also known as marine bank) is offering a bonus of $200 when you open a new checking account and complete the following requirements:
Receive one or more qualifying direct deposits with a cumulative total of at least $500 each calendar month for two consecutive months","This account has no monthly fees to worry about.Accounts closed within 6 months of opening date are subject to a $25.00 closing feeAccount also offers 2% APY, this is not attractive as there are better high yield accounts available. We also recently saw a bonus of $250 with basically the same requirements, because of that I would hold off on this bonus for now and hope that bigger offer returns. I won’t be adding this to our list of the best checking bonuses.Hat tip to DDGUseful posts regarding bank bonuses:"
176,Brentwood Bank $200 Checking Bonus,https://www.doctorofcredit.com/pa-in-branch-only-brentwood-bank-200-checking-bonus/,"Maximum bonus amount: $200
Availability: In branch only, all branches are in PA [Branch locator]
Direct deposit required: Yes, $500+
Additional requirements: Use coupon and open in branch
Hard/soft pull: Unknown
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: $30, 90 days
Household limit: None listed
Expiration date: September 30th, 2019","Brentwood Bank is offering a bonus of $200 when you open a new Kasasa cash checking account (or $100 if you open a Kasasa Cash Back account) and complete the following requirements:
Open in branch with coupon (option to e-mail yourself the coupon on the landing page)
Receive qualifying direct deposit(s) or $500 or more",Neither of the Kasasa cash accounts have a monthly fee to worry aboutAccording to this fee schedule there is a $30 fee if the account is closed within 90 daysWe need to know if this is a hard or soft pull to open. If it’s a soft pull then I do think it’s worth doing. Because you need to open this account in branch you should be able to ask them if they do a soft/hard pull before opening the account. If anybody goes for this bonus then please share your experiences in the comments below. I won’t be adding this to the best bank bonus page until we know more.Useful posts regarding bank bonuses:
177,Monona Bank $300 Checking Bonus,https://www.doctorofcredit.com/wi-in-branch-only-monona-bank-300-checking-bonus/,"Maximum bonus amount: $300
Availability: In branch only, all branches are in WI [Branch locator]
Direct deposit required: Yes, no minimum specified
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Yes
Credit card funding: Unknown
Monthly fees: None
Early account termination fee:  $20
Household limit: Possibly one
Expiration date: April 30th, 2019 October 31st, 2019","Open a new Monona Bank True Choices checking bonus and complete the following requirements to receive a $300 bonus:
Use two of the following:
Online and mobile banking
Debit and credit cards
Bill Pay
Set up regular direct deposits from your employer or social security.","This account has no monthly fees to worry about.I wasn’t able to find a full fee schedule so I’m unsure if there are any early account termination fees.Nice big bonus with no monthly fees to worry about. Downside is account needs to be opened in branch, given that it’s a soft pull to open this account we will be adding this to our list of the best checking bonuses. Might also be able to open a 4% APY CD up to $10,000 at the same time.Useful posts regarding bank bonuses:"
178,"Digital Federal Credit Union  6.17% APY On Balances Up To $1,000 Primary Savings Account",https://www.doctorofcredit.com/digital-federal-credit-union-dcu-6-17-apy-on-balances-up-to-1000-primary-savings-account/,"Interest Rate: 6.17%
Minimum Balance: $5
Maximum Balance: $1,000 (0.25% on balances over $1,000)
Availability: Nationwide (with $10 membership in Reach Out for Schools [part of application process, one time])
Direct deposit required: No
Helpful comment on setting up ACH transfers at DCU
Additional requirements: None
Hard/soft pull: Soft in my experience opening only a Primary Savings (Reports of Hard)
Additional DPs Hard: #1 (Later noted soft per PYT)
Additional DPs Soft: #1, #2, #3
ChexSystems: Yes (sensitive? DP-Yes, DP-No, DP-No)
Credit card funding: Yes $250 (additional DPs, DP) [Higher DP]
Monthly fees: None
Household Limit: None
Insured: NCUA","The DCU Primary Savings Account offers 6.17% APY on balances up to $1,000","Chuck has long had the DCU Primary Savings Account on his list of Best High Yield Savings Accounts, but I figured it should have its own dedicated post [despite its limited first year value of $61.70 in interest (given the small $1,000 maximum investment)].Though missing a signup bonus, in my mind the primary savings account still offers good value.  Assuming the above market rate holds into the future, it’s sort of a passive bonus – after the initial setup investment the account will continue to earn without additional churning effort.The cost is managing another account, but with my spreadsheets and process already in place that marginal cost is pretty low for me.  I never closed my Netspend accounts when the maximum investment fell to $1,000; I’m happy to leave them running on auto pilot with scheduled ACHs.Also each person is eligible for their own primary savings account so this might be beneficial if you have for instance multiple family members in the same household:I received no hard credit pull on a recent application (checked credit karma) to only open a primary savings account and was also able to place a $250 deposit on my citi double cash card (posted as a purchase)."
179,Simple Finance: Open Protected Goals Account & Earn $150 & 2.15% APY ,https://www.doctorofcredit.com/simple-finance-open-protected-goals-account-earn-250-2-02-apy-up-to-750-between-two-people/,"Maximum bonus amount: $250 per account (up to $750 between two people)
Availability: Nationwide
Direct deposit required: No
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: None
Household limit: None
Expiration date:  Must open by July 31st, 2019 August 31, 2019 September 30th, 2019","Simple Finance is offering a bonus of $150 when you open a protected goals account (either individual or shared. The protected goals is an additional account you need to open after opening the original account) and complete the following requirements:
Receive deposit(s) totaling $10,000 or more by 9/30/19 4:59 PM PT. For details on how to deposit funds to protected goals account click here.
Maintain a balance of at least $10,000 in each new protected goals account through 10/15/194:59 PM PT","These accounts have no monthly fees to worry aboutAccording to the fee schedule there is no early account termination fee.You can open one individual account and one shared account, each account can get a bonus of $150 (this is per account, not per person for the shared account). This means if you and your spouse opened an individual account each and a shared account you could earn a bonus of up to $450 in total ($150 per account).This is no longer a great bonus due to it being reduced to $150 per account and the fact so many people have issues with it.In terms of the bonus itself you’ll basically need $10,000 in the account from 8/15 until 10/31 at minimum (realistically you’ll want to get the funds in there before then just to be on the safe side). That’s roughly 77 days, but I’d say 90 days to be cautious. The nice thing about this account is that it earns 2.02% APY, this competitive with other high interest accounts. This bonus is great if you have a spare $10,000 that can be used, because of this we will be adding it to our best bank bonus page."
180,Republic Bank $175 Bonus ,https://www.doctorofcredit.com/ny-only-republic-bank-100-bonus-no-requirements-for-bonus-td-bank-debit-card-or-dog-required-though/,"Maximum bonus amount: $100
Availability: Offer only valid for accounts opened in the state of New York.
Direct deposit required: None
Additional requirements: None
Hard/soft pull: Soft pull
ChexSystems: Yes, not sensitive
Credit card funding: None
Monthly fees: None
Early account termination fee: Unknown
Household limit: None listed
Expiration date: None listed","Republic Bank is offering a bonus of $100 when you open a new checking account. To be eligible you either need to bring in a TD bank debit card or your dog (lol?). To be eligible for the bonus you need to meet the following requirements:
Have a minimum opening deposit of $250","They offer a free checking account with no monthly feesI wasn’t able to find a fee schedule, so I’m unsure if there is any early account termination fee or not.Requirements for opening are weird, but there are no requirements for the bonus so that’s a nice plus. Because it’s a soft pull we will be adding this to our list of the best bank account bonuses.Hat tip to reader Firefly and Natalie KUseful posts regarding bank bonuses:"
181,Investor Bank $250 Checking Bonus,https://www.doctorofcredit.com/ny-nj-in-branch-only-investor-bank-250-checking-bonus/,"Maximum bonus amount: $250, $25 per month
Availability: In branch only [Branch locator]. All branches are in NJ & NY
Direct deposit required: Optional
Additional requirements: 10 debit card purchases or direct deposit of $500 each month
Hard/soft pull: Soft pull
ChexSystems: Unknown. Not sensitive
Credit card funding: None
Monthly fees: $10, avoidable
Early account termination fee: Unknown
Household limit: None
Expiration date: May 31st, 2018 August 31st, 2018 September 30th, 2018 March 31st, 2019 June 30th, 2019 September 1, 2019","Investors Bank is offering a bonus of up to $250 when you open a new YourStyle checking account. You receive $25 per month for 10 months, you must complete the following requirements each month:
Receive a direct deposit of $500 OR more during your statement cycle or complete 10 point of sale transactions due your statement cycle
Account also comes with cell phone insurance and identity theft protection","This has a $10 monthly fee, but it can be waived if you do any of the following:Given that the direct deposit or debit card transactions are required for the bonus this shouldn’t be an issue for most people.I was unable to find any fee schedule so I’m unsure if there is any early account termination fee or not.Really hate bank bonuses that are spread over multiple months like this. The upside is that you can do it without a direct deposit, but 10 point of sale transactions monthly is still a real pain. I guess self check out one item at a time is an option, but still annoying. I’ll be adding this to our  best checking bonus list but lower than it normally would be due to the 10 month requirements.Big thanks to reader, Ilya Uts who let us know. Learn how to find bonuses and contribute to the site here."
182,Fremont Bank $200 Checking Promotion,https://www.doctorofcredit.com/ca-only-fremont-bank-200-checking-promotion/,"Maximum bonus amount: $200
Availability: Must be a Californian resident
Direct deposit required: Yes, $500+
Additional requirements: See below
Hard/soft pull: Soft pull
ChexSystems: Unknown, ChexSystems sensitive
Credit card funding: $100
Monthly fees: $18, avoidable
Early account termination fee: $50, six months
Household limit: One
Expiration date: September 30th, 2019","Fremont Bank is offering a bonus of $200 when you open a Freedom checking account and complete the following requirements:
Use promo code Freedom200
Deposit a minimum of $100 to open the account
Make $500 or more in qualifying direct deposits within 60 days of account opening","This account has a $18 monthly fee (plus $2 paper statement fee). This is waived if you do any of the following:According to the fee schedule there is an early account termination of $50 if closed within six months of account opening.Last year they offered a bonus of up to $500, but that required a deposit of $50,000. Most people would have done the smaller easier Freedom checking bonus and that was only for $150 but didn’t require a direct deposit. This bonus is slightly higher but does require a direct deposit this time. Still worth doing if you live in the area, from memory last year the bonus was pulled early so I’d recommend signing up now if you’re interested.Hat tip to Sean KUseful posts regarding bank bonuses:"
183,Camden National Bank $150 Checking Bonus,https://www.doctorofcredit.com/me-only-camden-national-bank-150-checking-bonus/,"Maximum bonus amount: $150
Availability: Must be a ME resident
Direct deposit required: Yes, see below
Additional requirements: See below
Hard/soft pull: Soft
ChexSystems: Unknown
Credit card funding: Up to $500, Visa or Mastercard only
Monthly fees:
Early account termination fee: $25, six months
Household limit: None listed
Expiration date: November 15th, 2019","Camden National Bank is offering a bonus of $150 when you open a new checking account. Bonus is broken down as follows:
Receive a $50 bonus when you make 10 debit card purchases during your second statement cycle
Receive a $50 bonus if you have direct deposits totaling $500 during your sixth statement cycle
Receive a $50 bonus if you have direct deposits totaling $500 during your twelfth statement cycle",The promise rewards checking account has no monthly fee to worry about.There is an early account termination fee of $25 if you close the account within 6 months of account opening.They have offered a $300 bonus before and a $100 bonus with no direct deposit required. This bonus is a pain to complete the requirements for and isn’t particularly big either. Because of that and the fact we’ve seen a much bigger offer before we won’t be addig this to our list of the best bank account bonuses.Useful posts regarding bank bonuses:
184,Watertown Savings Bank $300 Checking Bonus,https://www.doctorofcredit.com/ma-only-watertown-savings-bank-300-checking-bonus/,"Maximum bonus amount: $300
Availability: MA only
Direct deposit required: Yes, $1,000 minimum specified
Additional requirements: See below
Hard/soft pull: Unknown
ChexSystems: Unknown, sensitive
Credit card funding: Unknown
Monthly fees: None
Early account termination fee: Unknown
Household limit: None
Expiration date: October 31st, 2019","Watertown Savings Bank is offering a bonus of $300 when you open a new checking account. Bonus is broken down as follows:
First $150 bonus:
Open any new checking with eStatements
Set up a recurring direct deposit of payroll and receive direct deposits totaling at least $1,000 or more within 60 days of account opening
Second $150 bonus:
Use your WSB debit card at least six times within 60 days of account opening
Set up Bill Pay by enrolling in online banking and making at least 1 payment through Bill Pay within 60 days of account opening","The WSB free checking account has no monthly fees to worry about.I wasn’t able to find a full fee schedule so I’m unsure if there is any early account termination fee or not.They also offer a $200/$200 referral bonus, that’s a better deal if the person referring you will give you their $200 (e.g if it’s your spouse). Otherwise this is a better deal, requirements are the same. We need to know if it’s a hard or soft pull to open the account still.Hat tip to reader ZUseful posts regarding bank bonuses:"
